"id","sku","name","start","end","season.id","season.name","season.code","program.id","program.name","program.code","location.venue","location.address_1","location.address_2","location.city","location.region","location.postcode","location.country","location.coordinates.lat","location.coordinates.lon","level","ongoing","awards_finalized"
51762,"RE-VIQRC-23-1762","VEX-IQ In the Valley","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Canaseraga Central School","8 Main Street",,"Canaseraga","New York","14822","United States",42.463634,-77.770724,"Other",false,true
51810,"RE-VIQRC-23-1810","Bad Axe Schools VIQRC Full Volume 2023-24","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","200 N Barrie Rd","200 North Barrie Road",,"Bad Axe","Michigan","48413","United States",43.807883,-83.016247,"Other",false,true
51912,"RE-VIQRC-23-1912","2024 WV VIQRC Blended Qualifier: James Rumsey Technical Inst. (Martinsburg, WV)","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","James Rumsey Technical Institute","3274 Hedgesville Road",,"Martinsburg","West Virginia","25403","United States",39.532696,-77.978594,"Other",false,true
52016,"RE-VIQRC-23-2016","Jay County VIQRC Full Volume ES ONLY Tournament; Portland, Indiana","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Jay County High School","2072 Indiana 67",,"Portland","Indiana","47371","United States",40.42964,-85.022729,"Other",false,true
52017,"RE-VIQRC-23-2017","Jay County VIQRC Full Volume MS ONLY Tournament #2; Portland, Indiana","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Jay County High School","2072 Indiana 67",,"Portland","Indiana","47371","United States",40.42964,-85.022729,"Other",false,true
52434,"RE-VIQRC-23-2434","YWLA 5th Annual MS VEX IQ Tournament","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","8040 Yermoland Dr","8040 Yermoland Drive",,"El Paso","Texas","79907","United States",31.734229,-106.338653,"Other",false,true
52471,"RE-VIQRC-23-2471","2nd Annual Mills Matchup","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Virgil Mills Elementary School","7200 69th Street East",,"Palmetto","Florida","34221","United States",27.576365,-82.489849,"Other",false,true
52475,"RE-VIQRC-23-2475","Zionsville Elementary VIQRC ES Tournament #2; Zionsville, IN","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Zionsville Middle School.","900 Ford Road",,"Zionsville","Indiana","46077","United States",39.960806,-86.283303,"Other",false,true
52580,"RE-VIQRC-23-2580","MCS Robotics VIQRC-Tournament 2.10.24 ELEMENTARY SCHOOL","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","East Flora Elementary School","4759 Mississippi 22",,"Flora","Mississippi","39071","United States",32.545304,-90.304351,"Other",false,true
52671,"RE-VIQRC-23-2671","BRE Bison VEX IQ Robotics Challenge Elementary Tournament Morning (AM)-","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Bluff Ridge Elementary School","2680 South 775 West",,"Syracuse","Utah","84075","United States",41.075539,-112.041303,"Other",false,true
52702,"RE-VIQRC-23-2702","Fayetteville Last Chance Invitational [VIQRC ES/MS]","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Woodland Junior High School","1 East Poplar Street",,"Fayetteville","Arkansas","72703","United States",36.087414,-94.157135,"Other",false,true
52799,"RE-VIQRC-23-2799","BRE Bison VEX IQ Robotics Challenge  Afternoon Invitational (PM)-","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Bluff Ridge Elementary School","2680 South 775 West",,"Syracuse","Utah","84075","United States",41.075539,-112.041303,"Other",false,true
52851,"RE-VIQRC-23-2851","DC Winter VEX IQ Competition","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Rita Bright Family and Youth Center","2500 14th Street Northwest",,"Washington","District of Columbia","20009","United States",38.92212,-77.032496,"Other",false,true
52857,"RE-VIQRC-23-2857","Tampa Bay VIQRC- Tournament","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Coleman Middle School","1724 South Manhattan Avenue",,"Tampa","Florida","33629","United States",27.926994,-82.517746,"Other",false,true
52905,"RE-VIQRC-23-2905","Full Volume @ SJH","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Seale Junior High School","401 East Avenue G",,"Robstown","Texas","78380","United States",27.796207,-97.663077,"Other",false,true
52948,"RE-VIQRC-23-2948","Magikid Diamond Bar VIQRC Full Volume Tournament Last Chance (Invitational)","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Mt. Calvary Lutheran Church and School","23300 Golden Springs Drive",,"Diamond Bar","California","91765","United States",34.016584,-117.810741,"Other",false,true
53014,"RE-VIQRC-23-3014","MIT VIQRC Tournament","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Maricopa Institute of Technology","3900 South 55th Avenue",,"Phoenix","Arizona","85043","United States",33.411963,-112.178883,"Other",false,true
53031,"RE-VIQRC-24-3031","Orange County Classic Vex IQ Competition","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Crescent Elementary School","5001 East Gerda Drive",,"Anaheim","California","92807","United States",33.851038,-117.808017,"Other",false,true
53222,"RE-VIQRC-24-3222","Col. Wheeler Winter VIQRC MS Invitational ""Full Volume""; Crown Point, IN","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Colonel John Wheeler Middle School","401 West Joliet Street",,"Crown Point","Indiana","46307","United States",41.416748,-87.369131,"Other",false,true
53223,"RE-VIQRC-24-3223","Col. Wheeler Winter VIQRC ES Invitational ""Full Volume""; Crown Point, Indiana","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Colonel John Wheeler Middle School","401 West Joliet Street",,"Crown Point","Indiana","46307","United States",41.416748,-87.369131,"Other",false,true
53237,"RE-VIQRC-23-3237","SVVSD Mead Middle 2023-2024 Full Volume - Blended","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Mead Middle School","620 Welker Avenue",,"Mead","Colorado","80542","United States",40.232257,-105.003967,"Other",false,true
53240,"RE-VIQRC-23-3240","Shoreline Love Bytes VEX IQ MIddle School Tournament- AM","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Shoreline Junior High","1150 Westside Drive",,"Layton","Utah","84041","United States",41.042303,-111.997801,"Other",false,true
53253,"RE-VIQRC-23-3253","Shoreline Sweethearts Showdown Invitational- Middle School PM","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Shoreline Junior High","1150 Westside Drive",,"Layton","Utah","84041","United States",41.042303,-111.997801,"Other",false,true
53290,"RE-VIQRC-23-3290","TMS Presents: VIQRC Rumble","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Tahlequah Middle School","871 Pendleton Street",,"Tahlequah","Oklahoma","74464","United States",35.920073,-94.983638,"Other",false,true
53296,"RE-VIQRC-23-3296","TMS Presents: VIQRC Rumble","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Tahlequah Middle School","871 Pendleton Street",,"Tahlequah","Oklahoma","74464","United States",35.920073,-94.983638,"Other",false,true
53308,"RE-VIQRC-23-3308","Williamson VIQRC Battle on the Grassland (MS)","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Grassland Middle School","2390 Hillsboro Road",,"Franklin","Tennessee","37069","United States",36.008661,-86.885153,"Other",false,true
53324,"RE-VIQRC-23-3324","VIQRC Mankato Matchup","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Dakota Meadows Middle School","1900 West Howard Drive",,"North Mankato","Minnesota","56003","United States",44.184212,-94.043673,"Other",false,true
53335,"RE-VIQRC-23-3335","Lomond View VEX IQ Tournament (ES Only)","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Lomond View Elementary School","3644 North 900 West",,"Pleasant View","Utah","84414","United States",41.323773,-111.997615,"Other",false,true
53344,"RE-VIQRC-23-3344","Pasadena - VEX IQ Tournament (Ben Lipper hosting)","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Mackenzie-Scott Branch (Fair Oaks Location)","2020 N Fair Oaks Ave,",,"Pasadena","California","91103","United States",34.180072,-118.150394,"Other",false,true
53345,"RE-VIQRC-23-3345","Los Angeles - Azusa VEX IQ Tournament #1 (10/21/23)","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Azusa High School - West Campus","240 North Cerritos Avenue",,"Azusa","California","91702","United States",34.125573,-117.89849,"Other",false,false
53363,"RE-VIQRC-23-3363","The Jelly Juggler  VIQRC Full Volume Competition- (Elementary Only)","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Cypress Ridge Elementary School","350 East Avenue",,"Clermont","Florida","34711","United States",28.559742,-81.75736,"Other",false,true
53364,"RE-VIQRC-23-3364","The Jelly Juggler VIQRC Full Volume Competition- (Middle Only)","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Cypress Ridge Elementary School","350 East Avenue",,"Clermont","Florida","34711","United States",28.559742,-81.75736,"Other",false,true
53365,"RE-VIQRC-23-3365","Marksmen VIQRC Full Volume Blended tournament #2; Tell City, IN","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","William Tell Elementary","1235 31st Street",,"Tell City","Indiana","47586","United States",37.959433,-86.740223,"Other",false,true
53370,"RE-VIQRC-23-3370","Central Washington IQ Tourney","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Mt Stuart Elementary","1701 N Cora St",,"Ellensburg","Washington","98926","United States",47.009386,-120.559468,"Other",false,true
53389,"RE-VIQRC-23-3389","Shawswick Elementary School - VIQRC Middle School ONLY Tournament; Bedford, IN","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Shawswick Elementary School","71 Shawswick School Road",,"Bedford","Indiana","47421","United States",38.861783,-86.394653,"Other",false,true
53606,"RE-VIQRC-23-3606","Mrs. Philosopher's Invitational","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Don Estridge High Tech Middle School","1798 Spanish River Boulevard",,"Boca Raton","Florida","33431","United States",26.385393,-80.120351,"Other",false,true
53614,"RE-VIQRC-24-3614","Last Chance Oregon State Qualifier","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Dufur Schools","802 Northeast 5th Street",,"Dufur","Oregon","97021","United States",45.455299,-121.123009,"Other",false,true
53679,"RE-VIQRC-23-3679","Mississinewa VIQRC Blended Tournament- Full Volume; Gas City, IN","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Mississinewa High School","205 East North H Street",,"Gas City","Indiana","46933","United States",40.496559,-85.609635,"Other",false,true
53730,"RE-VIQRC-23-3730","UPR Full Volume Elementary Qualifier","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Perkiomenville Mennonite Church","1836 Gravel Pike",,"Quakertown","Pennsylvania","18074","United States",40.317617,-75.479713,"Other",false,true
53775,"RE-VIQRC-23-3775","Pioneer Full Volume","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Stillwater Middle School","2200 South Sangre Road",,"Stillwater","Oklahoma","74074","United States",36.096863,-97.106013,"Other",false,true
53808,"RE-VIQRC-23-3808","MHS Spring Blended VIQRC Tournament","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Murfreesboro High School","605 3rd Avenue",,"Murfreesboro","Arkansas","71958","United States",34.058388,-93.687413,"Other",false,true
53886,"RE-VIQRC-23-3886","FVL VEX Experience 2024 ES IQ","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Fox Valley Lutheran High School","5300 North Meade Street",,"Appleton","Wisconsin","54913","United States",44.319842,-88.390112,"Other",false,true
53887,"RE-VIQRC-23-3887","FVL VEX Experience 2024 MS IQ","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Fox Valley Lutheran High School","5300 North Meade Street",,"Appleton","Wisconsin","54913","United States",44.319842,-88.390112,"Other",false,true
53911,"RE-VIQRC-23-3911","TDSES Robotics","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Tierra del Sol Elementary","1832 Tommy Aaron Drive",,"El Paso","Texas","79936","United States",31.766962,-106.308947,"Other",false,true
54040,"RE-VIQRC-23-4040","South Bronx Charter School for International Cultures & The Arts","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","South Bronx Charter School for International Cultures & The Arts","164 Bruckner Blvd.",,"Bronx","New York","10454","United States",40.802863,-73.917749,"Other",false,true
54047,"RE-VIQRC-23-4047","STEPHEN DECATUR ELEMENTARY SCHOOL VIQRC ES Only State Qualifier; Indianapolis, IN","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Stephen Decatur Elementary","3425 Foltz Street",,"Indianapolis","Indiana","46221","United States",39.71202,-86.229315,"Other",false,true
54071,"RE-VIQRC-23-4071","St. Agnes Academy VIQRC Battle at the Academy (ES/MS)","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","4830 Walnut Grove Rd","4830 Walnut Grove Road",,"Memphis","Tennessee","38117","United States",35.13183,-89.900602,"Other",false,true
54073,"RE-VIQRC-23-4073","Grandville VIQRC Blended Tournament - ""Fill 'em up""","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Grandville Robotics Competition Center","4900 Canal SW",,"Grandville","Michigan","49418","United States",42.876029,-85.771711,"Other",false,true
54081,"RE-VIQRC-23-4081","Mahoning Valley VIQRC Blended Tournament; Canfield, Ohio","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Mahoning County Career & Technical Center","7300 North Palmyra Road",,"Canfield","Ohio","44406","United States",41.031984,-80.786729,"Other",false,true
54105,"RE-VIQRC-22-4105","Cold Spring's VIQRC ES First Qualifier; Indianapolis, IN","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Cold Spring School","3650 Cold Spring Road",,"Indianapolis","Indiana","46222","United States",39.821896,-86.202268,"Other",false,true
54107,"RE-VIQRC-23-4107","Cold Spring VIQRC MS First Qualifier; Indianapolis, IN","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Cold Spring School","3650 Cold Spring Road",,"Indianapolis","Indiana","46222","United States",39.821896,-86.202268,"Other",false,true
54115,"RE-VIQRC-23-4115","Western MD VIQRC ""Full Volume"" (ES&MS) 2024","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","South Hagerstown High School","1101 S. Potomac St",,"Hagerstown","Maryland","21740","United States",39.620454,-77.732243,"Other",false,true
54136,"RE-VIQRC-23-4136","CCS VIQRC Winkler Wolves Winter's End Qualifier (MS Only)","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Harold E Winkler Middle School","4501 Weddington Road",,"Concord","North Carolina","28027","United States",35.398531,-80.651342,"Other",false,true
54151,"RE-VIQRC-23-4151","Biloxi RoboTribe VEX IQ Robotics Competition VIQRC - Full Volume - Blended","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Biloxi Upper Elementary","1424 Father Ryan Avenue",,"Biloxi","Mississippi","39530","United States",30.396943,-88.921779,"Other",false,true
54350,"RE-VIQRC-23-4350","Wayne County VEX IQ Qualifier – Elementary","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Wayne High School","100 Pioneer Road",,"Wayne","West Virginia","25570","United States",38.246403,-82.434269,"Other",false,true
54356,"RE-VIQRC-23-4356","Battle for Placer Gold VIQRC Invitiational","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Placer Robotics Center","643 Vernon Streeet",,"Roseville","California","95678","United States",38.745418,-121.288332,"Other",false,true
54370,"RE-VIQRC-23-4370","Itty Bitty Battle of the Bridge ES/MS","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Woodbridge Senior High School","3001 Old Bridge Road",,"Woodbridge","Virginia","22192","United States",38.681578,-77.302107,"Other",false,true
54417,"RE-VIQRC-23-4417","Harmony Science Academy-Katy VIQRC Blended ES/MS Tournament","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","22400 Grand Corner Dr","22400 Grand Corner Drive",,"Katy","Texas","77494","United States",29.702068,-95.774213,"Other",false,true
54447,"RE-VIQRC-23-4447","Bobcats VIQRC Blended Event; West Lafayette, IN","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Burnett Creek Elementary School","5700 North 50 West",,"West Lafayette","Indiana","47906","United States",40.49886,-86.917907,"Other",false,true
54448,"RE-VIQRC-23-4448","Mapleton Robotics Winter Clash VIQRC Middle School ; Ashland, OH","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","1 Mountie Dr","1 Mountie Dr",,"Ashland","Ohio","44805","United States",40.968019,-82.280564,"Other",false,true
54480,"RE-VIQRC-23-4480","Gross HS VIQRC Tournament - Middle School","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Gross Catholic High School","7700 South 43rd Street",,"Bellevue","Nebraska","68147","United States",41.182201,-95.979819,"Other",false,true
54482,"RE-VIQRC-23-4482","Gross HS VIQRC Tournament - Elementary","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Gross Catholic High School","7700 South 43rd Street",,"Bellevue","Nebraska","68147","United States",41.182201,-95.979819,"Other",false,true
54516,"RE-VIQRC-23-4516","Kingsford Heights VIQRC ES Only Full Volume Tournament","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","460 Evanston Rd","460 Evanston Road",,"Kingsford Heights","Indiana","46346","United States",41.482556,-86.696369,"Other",false,true
54528,"RE-VIQRC-23-4528","Apogee School for the Gifted / St. Thomas Aquinas VIQRC ES State Qualifier 2; Indianapolis, IN","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","St Thomas Acquinas School","4600 North Illinois Street",,"Indianapolis","Indiana","46208","United States",39.839945,-86.159994,"Other",false,true
54529,"RE-VIQRC-23-4529","Apogee School for the Gifted / St. Thomas Aquinas VIQRC MS State Qualifier 2; Indianapolis, IN","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","St Thomas Acquinas School","4600 North Illinois Street",,"Indianapolis","Indiana","46208","United States",39.839945,-86.159994,"Other",false,true
54533,"RE-VIQRC-23-4533","New Palestine Junior High 1st Annual ""We Heart Robotics"" Valentines VIQRC Blended Qualifier Tournament","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","New Palestine Junior High","2279 South 600 West",,"New Palestine","Indiana","46163","United States",39.752554,-85.912729,"Other",false,true
54538,"RE-VIQRC-24-4538","Rockwall Full Volume Competition","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Maurine Cain Middle School","6620 Farm To Market Road 3097",,"Rockwall","Texas","75032","United States",32.865483,-96.442602,"Other",false,true
54554,"RE-VIQRC-23-4554","Falcon Faceoff-VIQRC Elementary","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Lord of Life Lutheran Church","3801 South Panther Creek Drive",,"The Woodlands","Texas","77381","United States",30.154408,-95.496223,"Other",false,true
54586,"RE-VIQRC-23-4586","ACSP Roaring Robots VIQRC Competition","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Academir Charter School Preparatory (ACSP)","19185 Southwest 127th Avenue",,"Miami","Florida","33177","United States",25.587598,-80.395874,"Other",false,true
54587,"RE-VIQRC-23-4587","Cabot Invitational (ES/MS)","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Cabot Junior High School North","38 Spirit Drive",,"Cabot","Arkansas","72023","United States",34.976301,-92.003976,"Other",false,true
54594,"RE-VIQRC-23-4594","Mid-Michigan Full Volume Tournament at Haslett","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Haslett High School","5450 Marsh Road",,"Meridian charter Township","Michigan","48840","United States",42.739472,-84.406269,"Other",false,true
54609,"RE-VIQRC-23-4609","Little Hurricane VIQRC Valentine Classic ES/MS Blended","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","International Studies","1218 Cobb Street",,"Jonesboro","Arkansas","72401","United States",35.83169,-90.70066,"Other",false,true
54637,"RE-VIQRC-23-4637","2024 Illinois State Championship - VIQRC Blended","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Sunset Ridge School","525 Sunset Ridge Road",,"Northfield","Illinois","60093","United States",42.106172,-87.789322,"Regional",false,true
54669,"RE-VIQRC-23-4669","Brighthouse Learning Academy Slumber Party invitational Competition.","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Bogalusa YMCA","411 Avenue B",,"Bogalusa","Louisiana","70427","United States",30.778655,-89.866808,"Other",false,true
54703,"RE-VIQRC-23-4703","Noe Middle School Blended (ES/MS) Full Volume Competition","2024-02-10T00:00:00-05:00","2024-02-10T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Noe Middle School","121 West Lee Street",,"Louisville","Kentucky","40208","United States",38.223458,-85.758384,"Other",false,true
